"Review_ID","Model_Name","Review_Date","Location","User_Type","Source","Ownership_Months","Review_Text"
"REV00094","CB350RS","2026-01-23","Bangalore","Office Goer","Team-BHP","14","After 14 months with CB350RS, I have a balanced view. The riding dynamics are superb and fuel efficiency is great. However, the heat from the engine in slow traffic is genuinely uncomfortable. Fuel cost mein saving hui company conveyance se."
"REV00095","Unicorn","2024-01-18","Rural Uttar Pradesh","Female Rider","MouthShut","29","My Unicorn has been generally reliable for 29 months. Long distance performance is commendable. But I wish Honda had given USB charging port and better instrument cluster as standard. bahut accha hai. highway pe mast. bibi bhi khush hai. daily commute ke liye perfect. Rural areas mein petrol pump door hote hain so mileage matters."
"REV00096","Shine 125","2024-03-26","Bangalore","Beginner Rider","BikeWale","9","Shine 125 ka mileage claim 60kmpl but actual city mileage comes to 42-45 only. Highway is better but city is disappointing. Misleading claims se consumer trust khatam hota hai. vibration feel hota hai. life set ho gayi. starting kabhi problem nahi. Bangalore traffic mein bahut useful hai."
"REV00097","Shine 125","2025-08-04","Mumbai","Beginner Rider","Team-BHP","4","Shine 125 is a competent motorcycle. Nothing exceptional but nothing terrible either. Does its job as a daily commuter reliably. Could do with better features and service experience though."
"REV00098","Shine 125","2025-01-18","Kolkata","Family User","Twitter","10","Honest Shine 125 review: engine is the star - smooth, refined, efficient. Everything else - average. Brakes feel wooden, suspension is stiff, seat is hard. For the price, should do better overall. bahut khush hoon. Poori family ka kaam ek bike se ho jaata hai."
"REV00099","CB350 Hness","2024-08-19","Hyderabad","Track Rider","Twitter","6","CB350 Hness mein kuch accha kuch bura. Accha: mileage, engine quality, reliability. Bura: service wait time, vibrations at speed, limited color options. Net: decent but not exceptional. build quality acchi hai. storage kam hai. maintenance low hai."
"REV00100","Activa 125","2024-02-07","Jaipur","Long Distance Rider","MouthShut","18","Heat management bahut bekar hai Activa 125 mein. Summer mein legs pe bahut heat aati hai. Delhi ki garmi mein toh aur bhi bura haal. Honda should fix this seriously. life set ho gayi. service center nearby hai. Rajasthan ki garmi mein test ho gaya."
"REV00101","Activa 6G","2024-04-02","Pune","Enthusiast","Service Center","7","Activa 6G ka storage bahut kam hai yaar. Helmet bhi nahi aata properly. Itne paise mein better storage expect karta tha. Service bhi costly lagti hai. Disappointed. Pune rains mein bhi reliable."
"REV00102","CBR650R","2025-07-31","Chennai","Daily Commuter","Facebook","23","Track day on CBR650R was the highlight of my riding career. The electronics package is superb - traction control, multiple riding modes, quick shifter. Honda has outdone themselves."
"REV00103","CBR1000RR-R Fireblade","2024-11-09","Bangalore","Beginner Rider","MouthShut","25","The CBR1000RR-R Fireblade is not just a bike, it's passion materialized. Every component feels premium. Track performance is extraordinary. Real-world usability is better than expected. Elite machine. no complaints. no complaints. city mein bhi accha."
"REV00104","Dio","2024-12-11","Kolkata","Long Distance Rider","Service Center","2","Positive side pe Dio bahut stylish lagti hai aur mileage bhi accha hai. But negative side mein - seat hard hai long rides ke liye, storage bahut limited hai. 3.5/5 deta hoon. pothole mein problem. daily commute ke liye perfect. daily commute ke liye perfect. resale value acchi hai."
"REV00105","Activa 6G","2024-11-03","Jaipur","Enthusiast","MouthShut","5","Activa 6G overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. Group rides mein sab impress ho jaate hain."
"REV00106","CB350RS","2025-11-05","Bangalore","Enthusiast","MouthShut","10","CB350RS ka pickup zabardast hai. 0 to 60 mein dhamaal karta hai. Highway touring ke liye bhi perfect. Suspension setup accha hai. Honda ne is segment mein best product diya hai. EMI affordable hai."
"REV00107","CBR650R","2024-01-06","Kolkata","Office Goer","Facebook","4","Disappointed with CBR650R after sales service in India. Bought this dream bike and now for any issue I have to wait weeks for parts. Honda needs to strengthen superbike support infrastructure. first service free mila."
"REV00108","Shine 125","2024-05-11","Rural Uttar Pradesh","Office Goer","Instagram","25","Shine 125 bought it 25 months back. Engine refinement is top class in this price range. Riding position is comfortable for long distance. Highly recommend to enthusiasts and commuters alike. thoda improve karo Honda. bibi bhi khush hai. bhai kya bike hai."
"REV00109","Unicorn","2025-01-05","Rural Uttar Pradesh","Daily Commuter","Instagram","30","Office goer hoon, Unicorn se bahut satisfied hoon. City traffic mein handle karna easy hai. Mileage 50kmpl consistently aa raha hai. Service cost reasonable hai. No regrets. maintenance low hai."
"REV00110","CB350RS","2024-06-03","Lucknow","Track Rider","Instagram","22","CB350RS - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. daily commute ke liye perfect. vibration feel hota hai. Track pe iska alag hi character nikalta hai."
"REV00111","Activa 6G","2024-04-13","Chennai","Daily Commuter","MouthShut","11","Office se ghar, market, everywhere Activa 6G ne saath diya. Reliable bike hai. 11 months mein sirf routine service. Koi bada problem nahi aaya. Honda zindabad! highway pe mast. heat bahut aati hai. bahut accha hai. Office aane jaane mein bahut convenient."
"REV00112","Dio","2026-01-29","Mumbai","Beginner Rider","Facebook","25","Maine Dio liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. value for money hai. pothole mein problem. service center nearby hai. vibration feel hota hai. Rains mein bhi reliable raha. New rider ke liye manageable hai."
"REV00113","Activa 6G","2024-09-21","Hyderabad","Beginner Rider","Instagram","2","Activa 6G ka storage bahut kam hai yaar. Helmet bhi nahi aata properly. Itne paise mein better storage expect karta tha. Service bhi costly lagti hai. Disappointed. HITEC City commute ke liye best."
"REV00114","Unicorn","2024-12-11","Lucknow","Daily Commuter","Service Center","6","Unicorn is the best commuter motorcycle I have owned. Fuel efficiency is class leading. Build quality feels premium. After 6 months, still feels like new. Honda delivers on promises."
"REV00115","CBR1000RR-R Fireblade","2024-02-07","Pune","Long Distance Rider","Twitter","6","The CBR1000RR-R Fireblade delivers an indescribable riding experience. The engine note, the acceleration, the cornering ability - everything is on another level. Honda engineering at its finest. No regrets. starting kabhi problem nahi."
"REV00116","Activa 125","2024-09-06","Pune","Beginner Rider","BikeWale","3","Maine Activa 125 liya 3 mahine pehle aur mast experience raha hai. Mileage bahut accha hai, daily commute ke liye perfect hai. Honda ki build quality pe trust hai. Highly recommend karunga apne area ke logo ko. thoda improve karo Honda. Pune rains mein bhi reliable. New rider ke liye manageable hai."
"REV00117","CB350 Hness","2026-02-06","Lucknow","Long Distance Rider","Instagram","1","CB350 Hness bought it 1 months back. Engine refinement is top class in this price range. Riding position is comfortable for long distance. Highly recmmend to enthusiasts and commuters alike. Nawabi city mein style bhi chahiye - yeh deta hai. 500km+ trips karke dekha hai, sach mein capable hai."
"REV00118","CBR650R","2025-12-11","Delhi NCR","Female Rider","YouTube Comments","7","After 7 months with CBR650R, I love and hate it equally. Love: performance, looks, handling, braking. Hate: daily usability, heat in traffic, maintenance cost. It's complicated. starting kabhi problem nahi. city mein bhi accha. Delhi traffic mein handle easy hai."
"REV00119","Unicorn","2024-01-06","Chennai","Enthusiast","BikeWale","26","Unicorn liya 26 mahine pehle. Already brake disc warped, chain tension issue twice. Quality control seems poor. Honda ke naam pe itni quality expected nahi thi. Very disappointing. build quality acchi hai. heat bahut aati hai. Chennai traffic is no joke, but this handles it."
"REV00120","Activa 125","2024-08-14","Mumbai","Track Rider","YouTube Comments","19","Headlight of Activa 125 is very dim at night. Safety risk hai. Several complaints kiye service center pe but no resolution. Honda needs to address this urgently. bhai kya bike hai. bibi bhi khush hai."
"REV00121","CBR650R","2024-06-04","Kolkata","Beginner Rider","Twitter","18","After 18 months with CBR650R, I love and hate it equally. Love: performance, looks, handling, braking. Hate: daily usability, heat in traffic, maintenance cost. It's complicated. bibi bhi khush hai. mileage mast hai. Durga Puja mein naya liya tha. Pehli bike ke liye accha choice tha."
"REV00122","Hornet 2.0","2025-01-13","Lucknow","Track Rider","Facebook","15","Hornet 2.0 - good bike with some issues. Engine and mileage excellent. But build quality of plastics is below par, seat could be softer, and service experience varies by dealer. 3.5/5. thoda improve karo Honda. Hazratganj se Gomti nagar tak roze jaata hoon."
"REV00123","CBR650R","2026-01-31","Kolkata","Enthusiast","Instagram","30","Disappointed with CBR650R after sales service in India. Bought this dream bike and now for any issue I have to wait weeks for parts. Honda needs to strengthen superbike support infrastructure. EMI affordable hai. pothole mein problem. pothole mein problem. bibi bhi khush hai. Group rides mein sab impress ho jaate hain."
"REV00124","Activa 6G","2025-02-22","Rural Uttar Pradesh","Enthusiast","Instagram","29","Maine Activa 6G liya tha high expectations ke saath but disappointed hoon. Pickup average hai, mileage 40 se kam aa raha hai. Dealer ne jo claims kiye the wo sab jhooth nikla. life set ho gayi. pothole mein problem. Rural areas mein petrol pump door hote hain so mileage matters. Group rides mein sab impress ho jaate hain."
"REV00125","Activa 6G","2026-05-29","Chennai","Beginner Rider","YouTube Comments","10","Activa 6G is value for money if you stick to city riding. Highway pe vibrations and wind noise bother karta hai. Suspension is average for our Indian roads. Mileage is the highlight though. first service free mila. Marina beach rides are amazing on this."
"REV00126","Activa 6G","2025-11-30","Mumbai","Long Distance Rider","Instagram","14","Activa 6G ka storage bahut kam hai yaar. Helmet bhi nahi aata properly. Itne paise mein better storage expect karta tha. Service bhi costly lagti hai. Disappointed. engine smooth hai. service costly hai. thoda improve karo Honda. thoda improve karo Honda. Mumbai locals ke baad bike pe aana relief hai."
"REV00127","Activa 6G","2024-09-12","Bangalore","Beginner Rider","Team-BHP","12","My Activa 6G has been my faithful companion for 12 months now. The ride is smooth and comfortable even on Bangalore's bad roads. Storage could be more but the overall package is great value. bhai kya bike hai. ekdum mast. EMI affordable hai. Pehli bike ke liye accha choice tha."
"REV00128","CB350 Hness","2024-07-23","Rural Uttar Pradesh","Office Goer","Service Center","3","Honest CB350 Hness review: engine is the star - smooth, refined, efficient. Everything else - average. Brakes feel wooden, suspension is stiff, seat is hard. For the price, should do better overall. heat bahut aati hai. heat bahut aati hai. engine smooth hai. highway pe mast. Gaon ki kacchi sadak pe bhi chala liya. Fuel cost mein saving hui company conveyance se."
"REV00129","Activa 125","2024-06-12","Hyderabad","Beginner Rider","Team-BHP","1","Honest review after 1 months: Activa 125 reliable hai, never left me stranded. But the seat gets uncomfortable after 30+ mins, storage is a joke, and AC cabin would be nice lol. Overall decent. maintenance low hai. EMI affordable hai. bibi bhi khush hai. storage kam hai. HITEC City commute ke liye best. New rider ke liye manageable hai."
"REV00130","Activa 125","2026-01-13","Delhi NCR","Track Rider","Instagram","27","Activa 125 overall accha hai but kuch cheezein improve ho sakti hain. Mileage aur comfort accha hai, but service cost zyada hai. Storage bhi zyada hota toh aur better hota. bibi bhi khush hai. city mein bhi accha. NCR roads pe smooth ride. Circuit pe bahut engaging hai."
